"REFERENCE","SAMPLE.CODE","SITE.NAME","country","WTD","pH","lat","lon","ALA.MIL","AMP.WRI","ARC.ART","ARC.CAT","ARC.DIS","ARC.GIB","ARC.HEM","ARC.VUL","ARC.FLA","ARG.DEN","ASS.MUS","ASS.SEM","BUL.IND","CEN.ACU","CEN.CAS","CEN.ECO","CEN.PLA","CON.PON","COR.TRI","CRY.OVI","CRY.SAC","CYC.ARC","CYP.AMP","DIF.ACU","DIF.BAC","DIF.GLO","DIF.LEI","DIF.LUC","DIF.OBL","DIF.OVI","DIF.PRI","DIF.PUL","DIF.RUB","DIF.URC","EUG.CIL","EUG.ROT","EUG.STR","EUG.TUB","GIB.TUB","HEL.PET","HEL.ROS","HEL.SPH","HEL.SYL","HYA.ELE","HYA.MIN","HYA.PAP","HYA.SUB","LES.EPI","LES.SPI","NEB.BAR","NEB.COL","NEB.FLA","NEB.MIN","NEB.PEN","NEB.TIN","PAD.LAG","PAD.WAI","PAR.IRR","PHR.ACR","PHY.GRI","PLAGIO","PLA.SPI","PLA.CAR","PLA.MAR","PSE.FAS","PSE.FUL","PYXI","QUA.SYM","SPH.LEN","TRA.DEN","TRI.ARC","WAI.EBO"
"Markel et al. 2010","JLA35","Jake Lake","United States of America",-5,4.44,62.43,-150.704,0,19.2,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,1.3,0,0,13.9,5.3,0,0,3.3,0,23.8,0,0,0,0,4,1.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0,7.9,0,0,0,0,0,0
"Clifford (unpublished)","PB11-7","Point Bridget","United States of America",-5,4.13,58.647,-134.934,0,11,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,16,25,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finkelstein/Bunbury unpublished","M2","Attawapiskat River 3","Canada",-5,6.61,52.712,-84.174,0,0,0,1,0,0,0,0,0,0,2,0,0,16.8,11.9,0,0,0,0,0,0,31.7,0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10.9,0,0,0,0,0,0,0,1,1,0,0,0,0
"Finkelstein/Bunbury unpublished","M3","Attawapiskat River 3","Canada",-5,6.76,52.712,-84.174,0,0,0,6.8,1,0,0,0,0,0,0,0,0,23.3,21.4,10.7,0,0,0,0,0,18.4,0,0,0,1,0,0,0,0,0,1.9,0,0,0,0,0,0,0,1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","HO08","Hornet","United States of America",-4.8,4.08,46.077,-92.12,0,0,0,0,21.6,0,0.7,22.9,0,0,1.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.7,42.5,0,0.7,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,2,0,0,0,0,0,0,0,0,0
"Booth 2001","948ada","Tahquamenon Bay","United States of America",-4,4.6,46.475,-84.995,0,0,0,0,0.5,0,0,1.1,0,0,5.5,0,0,1.1,45.4,0,0,0,0,0,0,0,0,0,0,15.3,0,15.3,2.2,0,0,0,0,0,0,0,3.3,6,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0
"Booth & Zygmunt 2005","LP11","Lilypad","United States of America",-4,5.599999905,44.164,-111.008,0,0,0,0,2,0.7,0,7.4,0,1.4,0,0,0,7.4,25,0,0,0,2,0,0,0,0,0,0,5.4,0,0,0,0,0,0,3.4,0,0,0,2,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,0,0,7.4,0,0,0
"Markel et al. 2010","AK31","Teardrop Lake","United States of America",-4,5.74,60.472,-150.7,0,0,1.1,1.1,0,0,0,2.3,3.4,2.3,4.5,0,0,21.6,6.8,0,1.1,0,15.9,3.4,0,0,0,0,1.1,0,0,1.1,0,0,2.3,1.1,0,0,0,1.1,4.5,5.7,4.5,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,2.3,0,0
"Markel et al. 2010","GF15-20","Gas field","United States of America",-4,4.18,60.445,-151.246,0,2,0,0.7,0,0,0,3.3,4.6,0,7.9,3.3,0,1.3,0,0,0,0,3.9,0,0,0,0,0,0,15.1,0,0,1.3,0,0,0,0,0,0,3.9,0.7,10.5,0,0.7,0.7,2,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28.3,0,0.7,0,0,0,0,0,0,0,0,0,0
"Sullivan and Booth 2011","TA37","Tannersville","United States of America",-4,4.4,41.037,-75.266,7.4,0,0,0,27.3,0,0,7.4,0,0,6.6,0.8,0,0.8,0,0,0,0,7.4,0,0,3.3,0,0,0.8,0,0,0,0,0,0,0.8,0,0,0,1.7,0,0,0,0,0.8,0,0,4.1,0,0.8,19.8,0,0,0,0,0,0,0,2.5,0,1.7,0,0,1.7,0,0,0,0,0,1.7,0,0,0,0,2.5,0
"Sullivan and Booth 2011","TA44","Tannersville","United States of America",-4,5.11,41.037,-75.266,11.8,0,0,0,0,0,0,0,0,0,0.7,0,0,9.8,0,0,2,0,2.6,0,0,9.8,0,0,0,0,0,0.7,0,0,7.8,1.3,0.7,0,0,1.3,0.7,0.7,0,3.3,0.7,0,0,0.7,0,0.7,15,0,0,2,0,0,0,0,4.6,0,2,0,0,0,0,0,0,0,0,15.7,0,3.3,0,1.3,1.3,0
"Amesbury et al 2013; Lamarre et al 2013","A6","Plaine ","Canada",-4,NA,50.27,-63.54,0,0.9,0.4,0,3.9,0,0,0,48.1,0,3.4,0.9,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,13.7,0,0,0,0,0,0,0,0.4,0,0,0,0,8.6,0,0,0.9,3,1.3,0,0,0,0,0,0,0,0
"Amesbury et al 2013; Charman and Warner 1997","5","Crooked","Canada",-4,4.9,49.139,-56.111,0,1,0,1,2.9,0,0,0,14.4,0,5.8,0,0,6.7,0,0,0,0,0,0,13.5,10.6,0,0,4.8,0,0,0,3.8,0,0,0,0,0,0,1,1,3.8,0,13.5,0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
"Finkelstein/Bunbury unpublished","M35","Sutton River 4","Canada",-4,5.9,54.599,-84.64,3,2,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
"Booth 2008","SP11","Spruce","United States of America",-3.8,3.88,46.095,-92.112,0,0.7,0,0.4,6.5,0,0,4,3.3,0,2.2,0.7,0,0.4,0,0,0.4,0,0,0,0,0,0,0.7,3.3,24.4,0.4,46.5,0.4,0,0,0,0,0,0,0,2.2,0.7,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","HL13","Hole-in-bog","United States of America",-3.7,3.87,47.3,-94.249,5.9,0,1.3,0,16.4,0,0,0,38.2,0,2.6,1.3,0.7,0,0,0,0,0,0,0,0,0.7,0,1.3,0.7,2,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0.7,0,0,0.7,3.9,0,13.8,0,0,0,0,0.7,0,0,0,3.3,0,0,0,2.6,0,0,0.7,0,0,0,0,0,0,0,0,0,0
"Booth 2008","UT10","Upper Twin","United States of America",-3.5,3.92,46.276,-86.647,5.6,0,0,0,3.7,0,0,1.9,0,0,3.1,0,0,0.6,0,0,5.6,0,1.2,0,0,6.8,0,0,0,30.9,1.9,3.1,0,0,1.2,0,0,0,0,0,0,3.7,0,0,0,0,0.6,1.9,0,1.2,5.6,0,0,0,0.6,0,0,0,15.4,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0.6,0
"Markel et al. 2010","AK81","Brown's Lake","United States of America",-3.5,6.46,60.471,-150.728,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,7.8,0.9,0,0,60.9,0.9,0,6.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,11.3,4.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0
"Finkelstein/Bunbury unpublished","M4","Attawapiskat River 1","Canada",-3.5,NA,52.845,-83.927,0,0,0,0,0.9,0,0,0,0,0,2.7,0.9,0,17.3,22.7,3.6,0,0,0,0,0,10,0,0,0,1.8,0,0,2.7,0,4.5,0,0,0,0,3.6,0,1.8,0,5.5,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0.9,0,0,0,0,0,0
"Finkelstein/Bunbury unpublished","M24","Attawapiskat River 1","Canada",-3.5,5.98,52.845,-83.927,0,0,0,0.9,4.3,0,0,0,4.3,0,2.6,0,0,11.1,18.8,2.6,0,0,0,0,0,7.7,0,0,0,7.7,0,0,4.3,0,0,0,0,0,0,0,0.9,1.7,0,1.7,0,3.4,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0.9,3.4,5.1,0,0,0,0,0
"Talbot unpublished","bog_203","Scotty Creek","Canada",-3.1,NA,61.307,-121.298,0,0,0,6.8,0.9,0.5,0,0,30.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.9,12.7,0,0,0,32.6,0,0,0,0,0.9,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0.9,3.6,0
"Booth 2008","NR08","North Rhody","United States of America",-3,4.5,46.583,-86.073,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,7.8,0,45.1,0.7,0.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,5.9,0,0,0,0,11.1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"Markel et al. 2010","AK75","Gate Creek","United States of America",-3,4.04,62.333,-150.545,3.3,0,0,4.7,0,0,0,0,4.7,0,8,0,0,0,0,0.7,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,38.7,2.7,32,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Markel et al. 2010","AK86","Brown's Lake","United States of America",-3,6.6,60.471,-150.728,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,13.9,0,0,0,54.4,0,0,1.3,0,2.5,0,0,0,0,0,0,1.3,0,0,0,0,1.3,2.5,7.6,1.3,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,1.3,0,0
"Finkelstein/Bunbury unpublished","M28","Attawapiskat River 1","Canada",-3,5.75,52.845,-83.927,0,0,0,0,0.9,0,0,0,0,0,3.7,0,0,7.4,27.8,6.5,0,0,0,0,0,6.5,0,0,0,7.4,0,0,3.7,0,2.8,0,0,0,0,0,1.9,1.9,0,2.8,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,9.3,0,0,0,0,0
"Lamarre et al 2013","Lebel_10","Lebel-G",NA,-3,NA,49.101,-68.219,0,32.7,0,0.7,0,0,0,0.7,11.3,0,5.3,0,0,0,0,0,0,0,0.7,0,0,0,0,0.7,8,10,0,2.7,0,0,1.3,0,0,2,0,0,0,0,0,2,0.7,0,0,12,0,4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.7,2.7,0,0,0,0,0,0,0,0,0
"Booth 2008","NR12","North Rhody","United States of America",-2.5,4.3,46.583,-86.073,0,0,0,0,0,0,0,0,3.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5.5,10.9,3.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0.6,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,66.7,0,0,0,0,0.6,0,0,0,0,0,0,0,0
"Booth 2008","TOB10","Toivola B","United States of America",-2.3,4.02,46.986,-92.888,3.4,0,0.6,0,10.7,0,0,0,2.3,0,3.4,1.1,0,0,0,0,0,0,0.6,0,0,0,0,8.5,5.1,8.5,2.3,14.7,0,0,1.1,0.6,0.6,0,0,0.6,7.3,7.9,0,0.6,0,1.1,0,0.6,0,5.6,0,0,0,0,1.7,0,0,0,4.5,0,0,0,1.7,0.6,0,4.5,0,0,0,0,0,0,0,0,0,0
"Booth 2008","IC01","Island Camp","United States of America",-2.3,4.05,46.272,-86.647,0,0,0,0,1.2,0,0,6.2,0,0,8,0,0,0,0,0,0,0,0.6,0,0,0.6,0,2.5,0,49.4,1.2,5.6,0,0,0,0,0,0,0,0,6.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,3.1,1.9,0,0,0,0,0,0,0,0,0,0.6,0.6,0
"Booth 2008","SG23","Spring Pond","United States of America",-2.3,3.97,44.368,-74.499,0.5,1.1,0,0,35.2,0,0,0,1.1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.7,8.8,2.7,14.3,0,0,1.6,0,0,0,0,0,4.4,0.5,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,3.8,0,3.3,6,0,0,0,0,0,0,0,0,0
"Booth 2002","1026A","Au Train Bay","United States of America",-2,4.1,46.548,-86.059,0,8.5,0,0,0.8,0,6.9,4.6,0,0,3.8,0.8,0,13.8,3.8,0,3.8,0,0,0,0,0.8,0,6.2,0,10.8,0,0,1.5,0,0,0,0,0,0,0,1.5,3.1,0,5.4,0,3.1,0.8,0,0,5.4,0,0,0,0,3.1,0,0,0,0,0,0,0,0,1.5,0,0.8,4.6,0.8,0,0,0,0,0,0.8,3.1,0
"Booth 2002","ATB3","Adams Trail","United States of America",-2,4,46.547,-86.06,0,2.6,0,0.3,1.9,0,0,0,1.9,0,31.6,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,30.7,0,0,2.2,0,0,0,0,0,0,0,0,0,0.3,0,0,10.9,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,8.9,0,1,2.2,0,0,0,0,0,0,0,0.6,0
"Booth 2002","IB20E72:23.7","Independence","United States of America",-2,4.1,47.419,-88.01,0,0,0,0,0,0,0.8,8.1,0,0,3.7,0,0,0,0.4,0,0,0,0,0,0,0,0,2,0,50.8,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,17.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,4.1,0,0,0,0,0,0,0,0,0
"Booth & Zygmunt 2005","LIZ3","Lizard","United States of America",-2,5.760000229,44.156,-111.071,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48.7,0,0,0,4.7,0,0,6,0,2,0,4.7,0,0.7,0,0,0,0,0.7,0,0,1.3,5.3,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0
"Booth & Zygmunt 2005","ROB6","Robinson","United States of America",-2,4.34,44.167,-111.071,0,0,0,0,0.3,0,0,0,0,0,11.1,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9,0,0,0,0,0,0
"Booth & Zygmunt 2005","SH6","Shafer","United States of America",-2,5.099999905,40.866,-106.605,0,0,0,0,0.7,1.4,0,2.1,0,2.1,14.4,0,0,16.4,35.6,0,0,0,3.4,0,0,0,0,0,0,1.4,0,0,0,0,0,0,1.4,0,0,0,0.7,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,4.8,0,0,0
"Sullivan and Booth 2011","TA47","Tannersville","United States of America",-2,5.35,41.037,-75.266,0,0,0,1.6,3.2,0,0,2.4,0,0,2.4,0,0,2.4,0.8,0,0,0,70.2,0.8,0,4.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0
"Clifford (unpublished)","EC11-5","Eagle Creek","United States of America",-2,4.36,58.284,-134.521,0,21,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,9,20,0,0,0,0,25,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0
"Amesbury et al 2013; Lamarre et al 2013","A1","Tourbiere de l'Aeroport","Canada",-2,3.6,50.275,-63.614,1.3,13.8,1.3,0,1.3,0,0,0.6,13.8,1.9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,5,2.5,0.6,0,1.9,0.6,0,0,0,0,0,0,0,0,7.5,0,1.3,0,8.8,0,18.2,0.6,0,0,0,0,0,0,0,0,0,0,0,3.1,0.6,0,1.9,8.2,2.5,0,0,0,0,0,0,0,0
"Finkelstein/Bunbury unpublished","M38","Sutton River 3","Canada",-2,4.06,54.61,-84.609,12.6,0,0,0,15.5,0,0,0,12.6,0,1,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,2.9,0,0,0,0,0,0,0,1,0,5.8,0,3.9,0,1,1.9,0,0,0,0,0,0,0,6.8,0,0,0,1,2.9,0,5.8,0,0,0,12.6,0,0,0,0,0,0
"Booth 2008","TL94","Trout B","United States of America",-1.8,4.07,46.004,-89.594,0,0,0,0,16,0,0,21.9,6.4,0,1.1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.7,39.6,0,0.5,1.1,0,0,0,0,0,0,0,0,0,0,1.1,0,5.9,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0
"Booth 2008","SG11","Spring Pond","United States of America",-1.8,3.78,44.368,-74.499,0,0.6,0,0,0.6,0,0,0,18.7,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,14.6,0.6,1.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,28.7,0,1.2,0,17,0,0,0,0,4.1,0,0,0,0.6,0,0,0,1.2,1.8,0,2.9,3.5,0.6,0,0,0,0,0,0,0,0
"Booth 2008","SG20","Spring Pond","United States of America",-1.5,3.9,44.368,-74.499,0,0,0,0,2,0,0,0,1.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0.7,11.3,0,0,0,0,0,0,0,0,0,0.7,0,0,0,35.8,0,0.7,0,2,0,0,0,0,0,0,0,0,1.3,0,0,0,3.3,2.6,0,1.3,25.2,0.7,0,0,0,0,0,0,0,0
"Finkelstein/Bunbury unpublished","M17","Attawapiskat River 1","Canada",-1.5,3.94,52.845,-83.927,0,14.4,0,0,16.3,0,0,0,17.3,0,4.8,0,0,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,1.9,1,0,0,0,0,0,2.9,0,0,0,0,0,7.7,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,1,0,0,0,0,0,0,0,0,0
"Booth 2008","HO06","Hornet","United States of America",-1.3,3.95,46.077,-92.12,0,0,0,0,25.7,0,1.4,4.3,0.7,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0.7,8.6,42.1,0,0.7,0.7,0,0,0,0,0,0,0,4.3,0.7,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2001","948cda","Tahquamenon Bay","United States of America",-1,4.7,46.475,-84.995,0,0,0,0,2.3,0,0,3,0.8,0,2.3,0.8,0,0.8,28.8,0,0,0,0,0,0,1.5,0,0.8,0,9.8,0,9.8,0,0,0,0,0,0,0,0,33.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"Booth 2001","951ida","Tahquamenon Bay","United States of America",-1,4,46.475,-84.995,1.7,0,0,0.6,2.3,0,0,0,13,0,19.2,2.8,1.7,0,7.3,0,0,0,0.6,0,0,7.3,0,0,0,13,0,13,0,0,0,0,3.4,0,0,0,0.6,2.8,0,0,0,1.7,0,2.8,0,0.6,0.6,0,0,0,0,0,0,0.6,0,0,0,0,0,3.4,0,1.1,0,0,0,0,0,0,0,0,0,0
"Booth 2001","970ada","Tahquamenon Bay","United States of America",-1,6.3,46.475,-84.995,0,0,0,0,1.3,0,0,3.3,0,0,2.6,0,0,73.9,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0.7,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
"Booth 2008","SR08","South Rhody","United States of America",-1,4.36,46.565,-86.075,0,0,0,0,1.4,0,0,4.1,5.5,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,20,0,1.4,0,0,0,0,0,0,0,0,0,0.7,0,0,0,36.6,0,0.7,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.1,0,1.4,9,0,0,0,0,0,0,0,0,0
"Booth & Zygmunt 2005","HENA6","Henderson A","United States of America",-1,4.900000095,39.367,-106.583,0,0,0,0,0,0,4.8,2,0,0.7,0,0,0,0,0,0,0,0,47.6,0.7,0,0,0,0,0,5.4,0,0,0,0,0,0,2.7,0,0,0.7,3.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,28.6,0,0,0.7,0,0,0
"Markel et al. 2010","AK26","Brown's Lake","United States of America",-1,6.35,60.471,-150.728,0,0,2,1.3,0,0,0,0,12.7,0,19.3,8,0,8,2,0,0,0,4.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,5.3,0,0,0.7,10,0,2.7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,11.3,0,0,0,0,0,0,0,0.7,0,0
"Clifford (unpublished)","FC11-5","Fish Creek",NA,-1,4.2,58.336,-134.554,0,27,0,0,0,0,0,0,14,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,9,0,8,0,1,0,0,0,0,0,0
"Amesbury et al 2013; Charman and Warner 1997","1","Crooked","Canada",-1,4.23,49.139,-56.111,0,0,0,2,1,0,0,0,50.5,0,6.9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,6.9,0,10.9,1,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Lamarre et al 2013","Lebel_5","Lebel-G",NA,-1,3.82,49.101,-68.219,0.6,9.4,0,0,0,0,0,0,25.6,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.6,10.6,4.4,1.9,1.9,0,0,0.6,0,3.8,0,0,0,0,0,0,6.9,1.3,0.6,0,1.3,0,18.8,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0.6,2.5,0.6,0,0,0,0,0,0,0,0
"Lamarre et al 2013","Plaine_8","Plaine","Canada",-1,4.28,50.27,-63.54,0,2.7,0,0,0,0,0,0.7,21.3,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,23.3,7.3,3.3,0,0,0,0,0,1.3,0,0,0.7,0.7,0.7,0,0,0,0,0,2,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,9.3,0.7,0.7,0,0,0,0,0,0,0,0
"Booth 2008","AT09","Adams Trail","United States of America",-0.5,4.08,46.547,-86.06,0,24.3,0,0,0.7,0,0,0,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.7,0.7,0,0,0,2.6,0,0,0,0,0,0,0,0,7.2,0,20.4,0,7.9,0,0,0,0,2,0,0,0,0,0,0,0,9.9,0,0,2,1.3,0.7,0,0,0,0,0,0,0,0
"Booth 2008","HO05","Hornet","United States of America",-0.5,3.98,46.077,-92.12,0,0,0,0,13.3,0,0.6,21.5,2.5,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,34.8,0,0.6,0,0,0,0,0,0,0,0,1.3,2.5,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","PE01","Peacham","United States of America",-0.5,3.91,44.292,-72.873,1.3,0.6,1.3,0.6,24.5,0,0,0,10.3,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,3.9,21.3,0.6,1.3,0,0,0,0,0,0,0,0,2.6,4.5,0,0,0,0.6,1.3,7.7,0,5.2,0.6,0,0,0,1.9,0,0,0,2.6,0,0,0,1.9,1.9,0,1.3,0,0,0,0,0,0,0,0,0.6,0
"Booth 2008","SR03","South Rhody","United States of America",-0.5,4.39,46.565,-86.075,0,1.8,0.9,0,1.8,0,0,0.9,0,0,1.8,0,0,1.8,0,0,0,0,0.9,0,0,0,0,0,5.4,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,10.8,0,0,0,0,0,0,0,0.9,0
"Booth 2008","TL79","Trout H","United States of America",-0.2,4.41,46.004,-89.594,0,0.8,0.8,0.4,6.2,0,1.5,6.2,6.2,0,2.7,0,0,6.9,0.8,0,0.4,0,0.4,0,0,0,0,0.8,0,7.3,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,41.7,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0
"Talbot unpublished","bog_202","Scotty Creek","Canada",0,NA,61.307,-121.298,0,0,0,3,7.1,0.5,0,0,6.1,0,0,0,0,15.2,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5,0.5,0,0,4.6,1,0,0,0,19.3,0,0.5,0,0,0.5,0,0,0,0,0,0,0,30.5,0,0,0,0,1,0,0,0,0,0,0,1,0
"Booth 2001","842ada","Grand Traverse Bay","United States of America",0,4.6,47.166,-88.255,0,0,0,0,3.8,0,0,4.6,0,0,5,0,0,0.4,8.5,0,0,0,0,0,0,2.3,0,0.4,0,23.8,0,29.2,0,0,0,0,0,0,0,0,5,9.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,6.2,0,0,0,0,0,0.4,0,0,0
